NAME	TITLE	SCORE	
CD63		19.712294	
APOL3		19.70558	
FGF1		19.669552	
MSX1		19.634817	
CBX7		19.630255	
CDC42EP3		19.56423	
TOX3		19.532297	
MYO1E		19.527775	
PAQR3		19.51039	
RTN1		19.497782	
SLC66A1		19.497658	
SERPINE2		19.466331	
MATN2		19.419899	
ARSD		19.406536	
FNIP1		19.40432	
F11R		19.38111	
NDRG1		19.367981	
RIN1		19.364605	
VAV3		19.356709	
GGH		19.315815	
RASEF		19.221285	
NOTCH3		19.219925	
GPR158		19.214342	
TMEM38A		19.19764	
S1PR3		19.19364	
GAS7		19.16812	
LOC124902027		19.144386	
PAM		19.130827	
HEY1		19.128014	
AHR		19.1248	
OAS1		19.116684	
KCNJ16		19.109694	
RGS8		19.108717	
SP100		19.107115	
TUBB2A		19.07378	
APOBEC3B		19.054453	
ZNFX1		19.053652	
ADGRE5		19.026594	
GINS4		19.019674	
UAP1L1		19.00774	
KIFC3		18.986809	
SOX9		18.985655	
HGF		18.947245	
RDH10		18.910881	
ABCA2		18.90951	
HSPB8		18.861198	
SELENBP1		18.822145	
ZFP36L1		18.819242	
MKRN1		18.81789	
ENC1		18.791498	
GBP3		18.734158	
AKR1B10		18.705862	
SLC43A3		18.698906	
PPP2R2B		18.651905	
CCDC18		18.620491	
POU3F2		18.612156	
HRH1		18.607258	
TNFAIP3		18.597193	
KLHL21		18.571522	
ISG15		18.559532	
FAM214B		18.559164	
XRCC2		18.5589	
PLAUR		18.531143	
KIF4A		18.527138	
DUSP5		18.508265	
FRMD8		18.506235	
ARMCX3		18.50562	
GAP43		18.504217	
MAP1B		18.491297	
TNFAIP2		18.48967	
FAM111A		18.443907	
LOC643201		18.406105	
ZNF107		18.371984	
ANKRD34B		18.370047	
NKAIN1		18.357986	
SPHK1		18.311003	
H2BC12		18.309477	
DTL		18.30913	
ADGRB2		18.292818	
FZD8		18.26516	
CST3		18.25991	
CRTAC1		18.251255	
NPC1		18.243498	
HAS2		18.235748	
PECAM1		18.212029	
SCARA3		18.192122	
ZNF320		18.179075	
CALD1		18.176746	
HMMR		18.144949	
KIAA0040		18.10573	
NADSYN1		18.08966	
MAMLD1		18.086529	
ESCO2		18.077625	
LOC105375836		18.073034	
ZBTB7B		18.072235	
SARAF		18.070522	
MAN2B2		18.062405	
ATF3		18.057047	
CAPRIN2		18.056528	
GBP5		18.023157	
GOLGA7B		18.016975	
KLF4		18.016747	
SCN4B		18.012897	
IER5L		17.995102	
PLTP		17.987535	
PARP12		17.983437	
PRRX1		17.981596	
AP3B2		17.979189	
SLC16A6		17.973663	
JPH1		17.961452	
TSC22D1		17.949034	
CYP1B1		17.946543	
PNMA8A		17.924646	
CIT		17.924006	
PLPP3		17.900396	
WIPF1		17.900002	
GARIN1A		17.898607	
TNFSF18		17.844501	
TMEM59		17.801538	
ABHD2		17.792297	
CD44		17.78101	
SORBS1		17.755188	
RAB42		17.731043	
IER5		17.729767	
NCSTN		17.699896	
AHNAK2		17.697607	
CCDC149		17.694944	
TTC9		17.684912	
NRBP2		17.673916	
TRAC		17.653193	
CYTB		17.61826	
ENPP3		17.612316	
APOL1		17.608461	
TLE1		17.60384	
DDX58		17.599735	
GBP2		17.571524	
GPX3		17.567123	
LYST		17.56633	
TCEAL9		17.563908	
BAIAP3		17.532845	
MREG		17.527534	
KIF24		17.522861	
SLC25A42		17.519766	
RNR1		17.492817	
CD58		17.420725	
BMP1		17.408854	
KCNJ12		17.39448	
RFWD3		17.393028	
ADD3		17.379091	
ZNF331		17.347181	
TMEM255A		17.345634	
FRMD3		17.32081	
CRIM1		17.312273	
DTNA		17.2858	
KIFAP3		17.281296	
AHCYL2		17.242424	
ANK1		17.220217	
EGR3		17.21478	
PTPRF		17.20529	
ASAP1		17.176664	
COL12A1		17.136272	
TENM2		17.120136	
TAPBPL		17.112516	
SLC44A2		17.105907	
RORA		17.103184	
TRIM36		17.090935	
CFLAR		17.089054	
IFIH1		17.08776	
LPXN		17.082186	
SLC22A4		17.056976	
SLC39A8		17.05035	
ZNF43		17.048344	
BFSP1		17.047144	
ROR1		17.034891	
PLA2G4C		17.026459	
ENPP2		17.020369	
EPHA4		17.003468	
HEPHL1		17.001652	
TMED4		16.96811	
ICAM5		16.960587	
H3C6		16.952648	
ALPK2		16.95213	
NCAM1		16.931492	
C2orf66		16.926214	
GUCY1B1		16.910683	
DDR2		16.90823	
CPT1C		16.907778	
DNER		16.872725	
MAN2B1		16.869703	
TAGLN3		16.86212	
SERINC1		16.857038	
CSF1		16.831085	
LAMB2		16.825623	
OBSCN		16.824427	
SORT1		16.818157	
ID4		16.816824	
LAMP2		16.81439	
POSTN		16.798454	
ADGRG2		16.76538	
EBF1		16.756954	
LRP1		16.71816	
CHPF2		16.690239	
FOS		16.674395	
TMEM154		16.6696	
TMEM51		16.66301	
PNPLA8		16.642622	
CD59		16.627024	
FCRLA		16.61779	
FAM102B		16.61247	
ZNF844		16.592693	
STC1		16.590126	
TRIM9		16.570997	
E2F7		16.569183	
ZNF610		16.567793	
ND1		16.561079	
FAM126A		16.534458	
MVP		16.534004	
IFI27		16.503265	
LOC105372310		16.477089	
IL1B		16.472998	
AMY2B		16.468037	
IFITM3		16.454731	
ELOVL2		16.44977	
ITIH5		16.437958	
RNF19A		16.435343	
CCDC71L		16.43419	
BRINP1		16.424583	
ARHGEF6		16.411829	
MASTL		16.404585	
SNAP25		16.398645	
ZNF486		16.39502	
LHFPL2		16.38301	
SCN2A		16.37147	
P2RX7		16.361048	
CREBRF		16.356829	
ZHX2		16.35542	
PITPNM3		16.35127	
NLRC5		16.351011	
NEK10		16.34085	
PLPPR2		16.316692	
KLHL24		16.315214	
TP53INP1		16.314363	
ORAI3		16.305191	
SVIL		16.300732	
FCGRT		16.29928	
RECQL		16.266146	
ARRDC3		16.250933	
ZNF677		16.240868	
PID1		16.215265	
HERC6		16.212614	
RIMS4		16.18198	
SLC10A3		16.179125	
CHL1		16.165133	
NIBAN1		16.152365	
GJA3		16.124195	
BRAF		16.121902	
MAN1C1		16.08604	
KRT7		16.0679	
FAS		16.057062	
ARL4A		16.055315	
ZNF701		16.008425	
ANO1		16.000055	
NAMPT		15.992179	
LOC105371874		15.943179	
IGSF3		15.93614	
CENPF		15.927844	
ATP6AP2		15.910866	
MDFIC		15.908662	
PSAP		15.881264	
ADRA1A		15.858678	
CCM2		15.840599	
SRP14-DT		15.839458	
LRATD1		15.839108	
TMEM205		15.838961	
HDAC9		15.78352	
ND2		15.783087	
PLEKHA6		15.748118	
ADAM15		15.739224	
CLSPN		15.737406	
KCNB1		15.73286	
CHST2		15.730722	
HJURP		15.724318	
STRIP2		15.714029	
PON2		15.702947	
ST3GAL5		15.689766	
EPHA5		15.687076	
CDC42EP1		15.676291	
BLZF1		15.674675	
SAMD9		15.673815	
FLCN		15.66006	
SALL1		15.64844	
PGPEP1		15.634526	
ACSL5		15.630722	
PLXDC2		15.6074505	
RESF1		15.584613	
ZNF829		15.576206	
ABLIM1		15.568606	
CAPG		15.563108	
REXO5		15.561233	
LINC01000		15.553768	
BICC1		15.542627	
TMEM158		15.530667	
TNMD		15.526776	
CERS6		15.526332	
VPS18		15.526283	
RIN2		15.496949	
ZNF439		15.484911	
C7orf57		15.482345	
ZMIZ2		15.478892	
FEM1C		15.4593725	
DYNC1I1		15.454111	
UNC13A		15.430059	
HSPB1		15.412418	
JADE2		15.410441	
EHD2		15.38759	
IDUA		15.378974	
LGALS3		15.3762665	
LOC124900986		15.376213	
IL6ST		15.372897	
ADAM28		15.364172	
ARHGEF2		15.362203	
LOC105369844		15.348044	
PLSCR1		15.330426	
COX2		15.31705	
ZNF483		15.315116	
CRB2		15.262417	
TUSC1		15.256083	
CALCRL		15.249482	
LRRC8A		15.245146	
HGSNAT		15.235165	
HEXA		15.227017	
PTX3		15.220567	
C21orf58		15.199183	
AMPD3		15.17689	
CD82		15.130042	
ZNF808		15.126047	
LOC105370139		15.108784	
JAM2		15.104438	
VAMP2		15.096997	
SYT11		15.096462	
CLCN7		15.091002	
TUBB4A		15.071226	
F8		15.069852	
HSPA7		15.061281	
CENPQ		15.042108	
MUC13		15.041202	
WDR62		15.040224	
LOC107985216		15.038372	
ZNF10		15.014706	
LINC00488		15.003978	
ZNF626		14.989571	
DDIT4L		14.975491	
LSM8		14.973452	
NMI		14.954901	
GSAP		14.9542265	
APLP2		14.911051	
FAT2		14.906213	
ACBD7		14.904194	
SPEG		14.897138	
TMEM107		14.888949	
SCD5		14.883234	
ZNF542P		14.878416	
FCGR2A		14.869601	
TFPI2		14.856825	
SLITRK6		14.850759	
CLDN12		14.848992	
GJB2		14.815204	
PDK3		14.813498	
ZNF682		14.805215	
PTPRO		14.760305	
ARL4C		14.759258	
CASD1		14.755298	
ECE1		14.747171	
YPEL5		14.746063	
FOXRED2		14.738304	
IGSF11		14.736988	
CRYBG1		14.725453	
LINC01091		14.724269	
ACSF2		14.718031	
INKA2		14.712597	
SIAE		14.709388	
SH3BP5		14.699821	
ARHGDIB		14.683957	
CD70		14.678726	
ARL6IP1		14.664548	
PAK3		14.664033	
KCTD13		14.642744	
RYR3		14.642287	
ZNF91		14.637956	
H2BC5		14.631017	
H2BC4		14.623724	
C11orf96		14.616911	
SLC22A17		14.612893	
RGS17		14.6121025	
TRIM38		14.610713	
PLEKHA4		14.607667	
GAS1		14.589516	
FHL1		14.570098	
EFNB2		14.569884	
POLD4		14.566968	
ACSS3		14.559179	
PLEKHG4		14.553557	
SLC35B3		14.549392	
ANKRD24		14.534087	
CD163L1		14.525067	
ITGA11		14.492698	
C3orf80		14.4710455	
MPP2		14.470531	
ARHGEF28		14.459917	
BISPR		14.459677	
HAS3		14.454902	
FAM214A		14.446458	
SLC47A2		14.442549	
CXXC5		14.434347	
MYBL1		14.422649	
HBEGF		14.419658	
LOC151760		14.391041	
GNA14		14.3902855	
SDSL		14.388895	
MAP3K1		14.365989	
PAQR5		14.360961	
PCDHGC3		14.355531	
PLXNA1		14.339599	
TMEM151B		14.339085	
TNFRSF10B		14.330638	
PRDM6		14.315732	
ZNF28		14.311908	
ADAMTS18		14.30209	
LMF2		14.290312	
NEIL3		14.286699	
CHSY3		14.258373	
UBE2H		14.2410555	
CA12		14.239236	
DMRT1		14.221171	
MYO5C		14.219919	
PRRT2		14.214963	
ZNF680		14.212513	
TUBB3		14.209928	
TK2		14.202069	
ZNF90		14.201886	
TRNL1		14.200792	
ZC3H12A		14.184761	
SUSD6		14.1837845	
SEMA3B		14.183247	
ZGRF1		14.173621	
TSHZ2		14.164916	
ZNF746		14.159963	
CLRN1		14.159343	
KCNN3		14.157106	
GNS		14.156107	
ARHGAP29		14.152637	
NPY2R		14.142465	
PLPPR5		14.142048	
DHX58		14.13368	
ME3		14.129238	
LOC105375514		14.12198	
ELF3		14.108501	
ZNF431		14.093054	
KSR1		14.090549	
TUT7		14.089892	
SH2B3		14.086113	
LINC01305		14.084406	
LOC105374003		14.0709305	
BGN		14.067741	
SNED1		14.067361	
ZNF468		14.056018	
RETREG2		14.055119	
GEN1		14.042293	
TYK2		14.0163	
TNFRSF12A		14.009427	
ASPHD1		13.996178	
C1orf21		13.993574	
FANCI		13.976765	
ZNF347		13.970592	
TIAM1		13.953762	
CMPK2		13.950417	
SMOX		13.94251	
GLA		13.94249	
RAB36		13.937901	
EMP1		13.927016	
FAM53C		13.926988	
FOSB		13.917671	
SNAP29		13.9148	
GGT1		13.910128	
UPP1		13.904709	
OGDH		13.887286	
HCN2		13.884837	
PPM1H		13.882178	
AP5Z1		13.876779	
INTS7		13.876698	
NFKBIE		13.872825	
TRIM22		13.86748	
TRABD2A		13.860169	
MPZ		13.856985	
TUFT1		13.852561	
EPB41L5		13.841938	
NUAK1		13.838763	
CKAP2L		13.8235	
PRDM6-AS1		13.802927	
TENT5C		13.798848	
NMUR2		13.7966585	
LOC124902024		13.783188	
LOC107986163		13.783018	
KIAA0319L		13.781534	
MGME1		13.770382	
LINC02984		13.769627	
DHFR		13.766895	
BTG4		13.7656975	
ZNF736		13.763674	
SLC35E4		13.757746	
SPSB1		13.747205	
GOLGB1		13.744225	
RABL2A		13.725501	
SCUBE2		13.722519	
GPR107		13.719021	
TMEM209		13.715954	
TMC7		13.70742	
PRICKLE2		13.70598	
TTF2		13.704586	
TIPARP		13.6971	
PCLO		13.682091	
DRP2		13.67264	
MTMR11		13.652753	
LAMC2		13.645243	
RTL5		13.635057	
RSAD2		13.633229	
SLFN5		13.624249	
PPP1R3C		13.615199	
NFKBIA		13.568731	
LRRN3		13.566256	
RNF182		13.565866	
DDIT3		13.563643	
ATOX1		13.558997	
CHRM3		13.5498495	
VPS13C		13.5494585	
ZNF724		13.542799	
CAPN5		13.539992	
ADAMTS9		13.539249	
ANKFN1		13.53793	
LRRFIP2		13.52992	
GSTK1		13.521373	
MEIS3		13.510143	
CEACAM19		13.503681	
LOC107986558		13.499134	
DMD		13.49236	
LOXL1		13.49216	
AGBL3		13.4888735	
C5AR1		13.480787	
LOC105378789		13.47266	
TNFRSF1B		13.458541	
IL1R1		13.4568	
SH3BGRL3		13.454759	
CRISPLD2		13.454178	
EREG		13.453012	
BLCAP		13.439371	
NMNAT1		13.435814	
ANOS1		13.430656	
RSRP1		13.425792	
ELAPOR1		13.419713	
CXCL2		13.392266	
SEMA4B		13.392203	
HMGXB3		13.383094	
CXCL3		13.372916	
ADM		13.363581	
EGR1		13.360271	
SAMHD1		13.348052	
GRAMD1B		13.322721	
ABHD11		13.31594	
TP73		13.314652	
FAIM2		13.308453	
CSRP1-AS1		13.304687	
ZIK1		13.304657	
PDGFRL		13.296796	
SEPTIN3		13.288972	
SV2A		13.280141	
DNAH9		13.269304	
PAX8-AS1		13.261378	
MAN2A1		13.256845	
DNASE1L1		13.255241	
ETV6		13.253861	
SPTBN4		13.249214	
SEC14L2		13.236761	
ATP6V0B		13.234024	
PLEKHS1		13.231108	
MOSPD2		13.205558	
CPEB4		13.203386	
LOC107986160		13.200802	
SHCBP1		13.196306	
MGAT4A		13.195071	
TMEM60		13.173642	
LOC107986777		13.167148	
CRACDL		13.167022	
PMEPA1		13.163173	
RYR2		13.162728	
ZNF525		13.1493635	
ATP6V1H		13.145434	
C5orf34		13.144082	
TAX1BP1		13.135128	
MAGEH1		13.129062	
CITED1		13.126741	
HTRA1		13.110136	
TTLL7		13.102361	
SCML1		13.096562	
ENOX2		13.092764	
NECTIN1		13.086025	
IL1RAP		13.078204	
CDH2		13.077359	
LOC122539214		13.076528	
HLA-A		13.067313	
CCDC113		13.064832	
LOC105375964		13.06443	
CAPN3		13.056739	
ZFYVE26		13.054854	
IQCB1		13.050844	
NTN1		13.048101	
SLU7		13.047461	
NRP2		13.042519	
STEAP1		13.03073	
QRICH2		13.021343	
CHURC1		13.013911	
PML		12.994496	
SLC35G2		12.98881	
ZNF850		12.964175	
TENT5A		12.961234	
MILR1		12.958503	
TMEM237		12.955254	
PHYH		12.954649	
TBX2		12.954389	
OSTM1		12.951992	
XIAP		12.94575	
TMCO1		12.933737	
RDH5		12.901586	
BPIFB4		12.8972845	
TRAIP		12.877198	
CD109		12.875776	
RCCD1		12.8738	
CCNG2		12.873095	
ECM1		12.869149	
LOC389602		12.862885	
SLC16A9		12.856055	
MED29		12.852901	
PLXNA3		12.85275	
IRS2		12.841088	
WBP1L		12.819307	
SSH1		12.818089	
NPL		12.779042	
SYBU		12.772367	
ZBTB38		12.771733	
ADAMTS14		12.765731	
KRBOX4		12.76551	
ABCA8		12.758913	
NABP1		12.749534	
SLC31A1		12.734206	
SLC43A2		12.726434	
PREX1		12.723098	
RND1		12.721755	
CKAP2		12.711092	
LOC100128885		12.710726	
POC1A		12.695495	
STX16		12.692907	
DYNLT3		12.690688	
ZNF136		12.684202	
RCAN1		12.672272	
ND4		12.65735	
COBLL1		12.651958	
ZNF585A		12.645103	
ADCYAP1R1		12.637162	
AMDHD2		12.6338005	
CDK5RAP2		12.624654	
GNPTG		12.620011	
SEMA6A		12.617299	
COX1		12.613327	
LRIF1		12.604447	
ALPK1		12.604208	
RFX4		12.599388	
SLC20A1		12.594896	
ARHGEF37		12.533824	
GPR3		12.533494	
AGPAT3		12.527661	
CFAP44		12.526282	
TTC17		12.515844	
PDLIM7		12.513711	
ZNF226		12.492739	
BHLHE40		12.480532	
DNAJB5		12.477685	
COL21A1		12.474534	
CBX4		12.469865	
EFEMP2		12.468425	
SUSD5		12.453785	
STX12		12.450516	
MAGEC2		12.447607	
SCARB2		12.4395685	
HIVEP2		12.43954	
SELE		12.435935	
CCDC14		12.427202	
TAF13		12.422659	
DLG3		12.417028	
NCOA2		12.408404	
BOC		12.3901415	
ZNF665		12.386635	
MICALL2		12.386281	
ZNF888		12.383559	
H4C15		12.378971	
PTPRN		12.375364	
GLB1		12.351285	
SH3TC2		12.34436	
LRAT		12.324853	
TAOK2		12.32154	
ZNF629		12.311443	
PI4K2A		12.307548	
CCL2		12.286125	
HIVEP3		12.269508	
FAM184A		12.269268	
OPRD1		12.258	
ATCAY		12.257881	
MX2		12.251216	
NUPR1		12.247943	
PCOLCE2		12.244302	
SP140L		12.241101	
SNAPC1		12.233559	
MAGI2-AS3		12.233065	
PRKXP1		12.227728	
AGGF1		12.214718	
STEAP2		12.210515	
RRAGC		12.205494	
VAT1		12.204944	
RFX5		12.2033615	
GJC1		12.199766	
RBL1		12.197139	
CALCOCO1		12.187147	
GABPB2		12.148347	
ZNF530		12.134098	
PTPRE		12.126892	
ZFYVE1		12.125641	
TP63		12.1244755	
LOC100506474		12.114395	
ZNF681		12.113424	
ZNF730		12.100728	
OLFML2A		12.100154	
ARHGEF17		12.098786	
LGALS9		12.0975065	
SSR4		12.062486	
IGF2R		12.044526	
CYP4X1		12.039599	
ZNF793		12.031392	
GCC1		12.027298	
CENPI		12.022749	
APOL2		12.022507	
LOC107984967		12.019403	
ADGRG1		12.018717	
TMEM175		12.017953	
MFGE8		12.016994	
LAMP3		12.005791	
SPANXB1		11.994056	
EDEM1		11.990723	
LTBP1		11.985539	
PARP10		11.981949	
STS		11.981266	
VPS45		11.966323	
ABCA12		11.962877	
CLMN		11.943462	
LCN2		11.93707	
CNKSR2		11.932081	
ATP6AP1		11.924995	
DLG5		11.924585	
LOC102723996		11.92339	
MAP3K9		11.922623	
NPY2R-AS1		11.905345	
AKR1B1		11.9029045	
DYSF		11.890336	
LOC124902130		11.889551	
ZNF583		11.889383	
ZNF646		11.88042	
VWA5A		11.873603	
ZNF415		11.870318	
LMBRD2		11.867653	
CCDC194		11.852193	
CSRNP1		11.848308	
UBALD2		11.843821	
CABP4		11.836462	
FICD		11.82816	
ATP2B2		11.821582	
ZNF441		11.820137	
C1orf226		11.816608	
CHDH		11.810993	
SOCS3		11.801901	
ZNF493		11.799715	
KCNE1		11.793158	
DNAJC16		11.789206	
PHTF1		11.787564	
TACC1		11.781935	
ADAM19		11.772605	
DOC2A		11.764134	
IFI35		11.761797	
GOLGA8A		11.75128	
LINC01234		11.736554	
SHFL		11.733765	
LAP3		11.733716	
RBP4		11.717324	
HYAL1		11.713747	
LAPTM5		11.709879	
ZMAT1		11.709212	
PDPR		11.708884	
APH1A		11.7064495	
RGS14		11.70397	
PMP22		11.69391	
ZSWIM8		11.690734	
ROBO2		11.67952	
NFIL3		11.676248	
B3GAT1		11.673323	
RGS3		11.669424	
LITAF		11.668342	
AGRN		11.663904	
RHBDD2		11.663844	
CEACAM1		11.660831	
ACP6		11.652439	
LOC124902978		11.629791	
NOVA2		11.627987	
DNM3		11.613615	
TRIM62		11.603054	
ZDHHC23		11.586954	
GFOD1		11.585657	
CEP295		11.563492	
P4HA2		11.562238	
H2BC11		11.55644	
MAF		11.547732	
PRRT3		11.547022	
LINC00667		11.544891	
TRIM56		11.524165	
BARD1		11.521132	
IL1A		11.509737	
ND5		11.506036	
CITED2		11.505178	
PCSK1N		11.50193	
KCNF1		11.49992	
PLCB1		11.493167	
P2RX6		11.472599	
ADAMTS15		11.457732	
ZNF365		11.453723	
KDELR3		11.445875	
NUCB2		11.443218	
DUSP4		11.4320755	
COL16A1		11.430196	
SHANK2		11.4289665	
ATM		11.426377	
GLUL		11.423197	
IL34		11.410733	
RSPH3		11.400688	
TRIB1		11.400208	
RASGRP1		11.395832	
CMTM1		11.395161	
PDZRN3		11.387539	
BLOC1S3		11.387337	
CREB3		11.382016	
ZNF506		11.381834	
PABIR3		11.380797	
RAPGEF5		11.374901	
ZBTB43		11.369668	
TRPV4		11.365734	
RHOC		11.358111	
MFSD1		11.353817	
AGT		11.352406	
KIFC2		11.352207	
PI3		11.35041	
BSDC1		11.338397	
EPHX2		11.338045	
SLC27A1		11.316783	
PLEKHG5		11.316635	
DOCK6		11.31438	
CDH11		11.303797	
DDC		11.299339	
DDX3ILA1		11.296998	
ERV3-1		11.295248	
CA14		11.262365	
LINC02048		11.260199	
ATP6V1E1		11.248911	
ERAP1		11.241374	
TMEM100		11.24025	
TANGO2		11.237645	
STMN3		11.233966	
ND3		11.224757	
RHBDF1		11.223091	
E2F8		11.222242	
