gene,logFC,logCPM,F,PValue,FDR,Significant,direction
CD99L2,0.18885538922896783,6.761895910502264,22.861952393728817,3.246084275240328e-5,7.490963712093064e-5,TRUE,Not significant
MLLT10,-0.2601440186096103,4.947545984952182,22.852527472060427,3.2556275502834574e-5,7.511877562877243e-5,TRUE,Not significant
PLBD2,0.269673578410469,6.967272897249287,22.849746750638573,3.258445857688823e-5,7.517270665044473e-5,TRUE,Not significant
RCBTB2,-0.36003747033919603,4.1807210358991265,22.841932724423778,3.266396803647848e-5,7.53450148185004e-5,TRUE,Not significant
CCDC62,1.4400174818370715,-0.21212588361859686,22.847364186695643,3.2696421620460475e-5,7.54087457470558e-5,TRUE,Up-regulated
GTF2IP20,0.6673186259490783,2.2945925326380214,22.83594451601744,3.272557053552836e-5,7.546483733701804e-5,TRUE,Not significant
FLVCR1,-0.2345646330352589,5.63192725446971,22.833658532695583,3.274816835901868e-5,7.550580785535655e-5,TRUE,Not significant
PTPRVP,1.7981010446794163,-0.4339310298423944,22.84561747966945,3.279426393220549e-5,7.560093587911088e-5,TRUE,Up-regulated
LOC124901373,-1.7614929561884223,-0.2127279514566701,22.817368245761987,3.3109315425227086e-5,7.631597110990994e-5,TRUE,Down-regulated
COTL1,-0.1756833710813187,7.620774872823575,22.780843558726104,3.329172965042863e-5,7.67251156644352e-5,TRUE,Not significant
ZFP28,0.36387300101336784,4.005167790653548,22.75655833150855,3.354502116138828e-5,7.729746141124854e-5,TRUE,Not significant
LOXL3,0.48984429050185474,3.139948571921639,22.745069159748937,3.3665762512434253e-5,7.756424942059956e-5,TRUE,Not significant
NELL2,-1.9357971616547645,-0.40671743394967425,22.74505010606148,3.377968587803394e-5,7.781525280378343e-5,TRUE,Down-regulated
EBI3,2.5824102870984436,-1.1214483163505682,22.28760865016238,3.399746990437836e-5,7.830540150389533e-5,TRUE,Up-regulated
ARHGEF18,0.2147508190222571,5.999394571303871,22.712381827916847,3.401063026139618e-5,7.832417135488763e-5,TRUE,Not significant
SNX14,0.20823400224208055,6.262776849580286,22.704166198722106,3.4097999144003456e-5,7.851380769310165e-5,TRUE,Not significant
PARP4,0.1571325858743787,8.111879840205134,22.702503439068312,3.4115707587695144e-5,7.854301216610326e-5,TRUE,Not significant
HIRIP3,-0.2243439817353727,5.692378297709593,22.694248439949806,3.420379390995657e-5,7.873421190171152e-5,TRUE,Not significant
FIG4,0.2988376822729205,4.678431389597041,22.684161961769636,3.431176654226143e-5,7.897112517383981e-5,TRUE,Not significant
COPRS,-0.20295541895474964,6.290263865461616,22.66826712893603,3.4482577950032334e-5,7.935257558289243e-5,TRUE,Not significant
THOC2,-0.1600649215937036,8.011421686769145,22.6446829914309,3.473772945025843e-5,7.99279716336728e-5,TRUE,Not significant
ZNF815P,-0.8302716783084103,1.6210707989962536,22.63527032978659,3.484341541963774e-5,8.015934398129789e-5,TRUE,Not significant
VWCE,2.4565173420696014,-1.0689512295678365,22.36203737169826,3.4994481991517415e-5,8.048963296312699e-5,TRUE,Up-regulated
INTS14,-0.20061617091691608,6.282163359278967,22.620880413705944,3.499728378870192e-5,8.048963296312699e-5,TRUE,Not significant
COG7,-0.29584338140705446,4.602454747024253,22.61396229324447,3.50731446029088e-5,8.065223630181911e-5,TRUE,Not significant
TCF7,0.49127055769992917,3.454595096423927,22.60095139666773,3.521652004352331e-5,8.097002181233736e-5,TRUE,Not significant
FBXL16,0.2041085312067099,6.370548659209852,22.597671644954517,3.525234126148748e-5,8.10404609379393e-5,TRUE,Not significant
HMCN2,1.557900604544492,-0.11099524680965532,22.384215190199725,3.53162047647035e-5,8.117533536357584e-5,TRUE,Up-regulated
FBXO5,0.22817428339545115,5.9127753063921915,22.569574221181412,3.556377010071351e-5,8.173235210618322e-5,TRUE,Not significant
COQ2,-0.28941984640415325,4.829964919535614,22.567493530327745,3.5586971930287515e-5,8.177365058370977e-5,TRUE,Not significant
HDAC3,-0.2068357233971641,6.440412741502242,22.562803654140584,3.5639245744072785e-5,8.188173026309828e-5,TRUE,Not significant
TM9SF2,0.17086278939449723,7.321234531186262,22.5513834688397,3.576694255725335e-5,8.216303823778218e-5,TRUE,Not significant
F8A1,0.3414880574440792,4.151357688919744,22.531177176095866,3.5994152327813e-5,8.267282893221415e-5,TRUE,Not significant
VPS26C,-0.20518619444099356,5.826711494435671,22.526053968148428,3.6051916766283125e-5,8.278605417455074e-5,TRUE,Not significant
LZTR1,-0.24338781211362714,5.3924341495124635,22.52586646947921,3.6054041635711254e-5,8.278605417455074e-5,TRUE,Not significant
CDC34,-0.23817363507034375,6.144775612515129,22.524503442383637,3.606943616785178e-5,8.280923726549989e-5,TRUE,Not significant
GSTZ1,-0.49254709211136555,3.1740375953201316,22.520309841837854,3.611725100690741e-5,8.290683407812643e-5,TRUE,Not significant
ZYG11B,-0.215508678842756,6.241714202374815,22.510394140905017,3.622929740649356e-5,8.315182356292133e-5,TRUE,Not significant
SLFNL1-AS1,0.939827241127884,1.1590567613922367,22.48829459474188,3.648602839064055e-5,8.372876578266213e-5,TRUE,Not significant
NOL4L,-0.35039774683749514,4.167701045250667,22.484508655008266,3.652466466840674e-5,8.38051245988252e-5,TRUE,Not significant
DMXL1,0.23877440850807805,6.282927433573545,22.481192491193895,3.656255240920695e-5,8.387974374811458e-5,TRUE,Not significant
INPP5A,-0.44430499200060614,3.3505347477683793,22.480726587571972,3.656827363176285e-5,8.388055721521183e-5,TRUE,Not significant
MROH2A,2.510790951750726,-1.135050385236525,22.43097027019962,3.6705035442256404e-5,8.418190813829312e-5,TRUE,Up-regulated
TSC22D2,0.24129909320506313,5.216709485328953,22.46770602403881,3.6717572739467426e-5,8.419830720626113e-5,TRUE,Not significant
LOC124904386,2.355171784460778,-0.9314639695248743,22.459715025500586,3.6732570478588576e-5,8.422034275786116e-5,TRUE,Up-regulated
SSR4P1,-1.2141964574698818,0.4938209393229232,22.458727641804693,3.685574150450687e-5,8.449035490106225e-5,TRUE,Down-regulated
SYNJ1,0.23307702766776706,5.564310765590119,22.452316666453417,3.689529694648147e-5,8.456863048445598e-5,TRUE,Not significant
ZFAND1,-0.29860398037960706,4.893112197119747,22.440529861092557,3.703205784224806e-5,8.486965748890576e-5,TRUE,Not significant
LOC93622,-0.27934573984022837,4.845494138319636,22.4164389138997,3.731322199347316e-5,8.550148948218523e-5,TRUE,Not significant
EFNA1,0.835699644515328,1.5573960266614586,22.41226955552002,3.736498207480611e-5,8.56075446832629e-5,TRUE,Not significant
GIT2,0.22235761870220142,6.028159050011852,22.408184326033165,3.741005492220274e-5,8.569824980712719e-5,TRUE,Not significant
LOC105372266,0.9848744822500722,0.9541571381763934,22.408170533293937,3.741710593588771e-5,8.570184140942628e-5,TRUE,Not significant
MRPS17,-0.288400087234256,5.038338765443177,22.401086205986886,3.7493575249898776e-5,8.586440749537257e-5,TRUE,Not significant
SMCO4,-0.848864998480374,1.6221217917227637,22.39990340875126,3.75109387608915e-5,8.58915869957126e-5,TRUE,Not significant
PEPD,-0.2366693689989421,5.941867336858175,22.37878903843895,3.775715016317195e-5,8.64426918193024e-5,TRUE,Not significant
MAP1S,0.22191612141364328,5.773824050575198,22.377083065251288,3.77773999661653e-5,8.646749742694745e-5,TRUE,Not significant
LOC124900273,2.054851891448434,-0.9684201989956459,22.34144517223518,3.7779049259668846e-5,8.646749742694745e-5,TRUE,Up-regulated
KHK,-0.5203602199861562,2.85615110828918,22.37309104509538,3.782533791763413e-5,8.656076598135015e-5,TRUE,Not significant
CYB5D1,-0.2410818663961988,5.38077059706559,22.3694189527899,3.786851581129949e-5,8.664688949357504e-5,TRUE,Not significant
SETMAR,-0.40041280349191266,3.708610468683672,22.35563161961111,3.803324269748935e-5,8.70110631384307e-5,TRUE,Not significant
SART3,-0.19079361516312043,6.64120818695108,22.354475792221823,3.8046814792649395e-5,8.702937439032782e-5,TRUE,Not significant
ZNF510,0.24569995933867855,5.3041787798961035,22.34351138258274,3.817822893803203e-5,8.731719612254033e-5,TRUE,Not significant
GEMIN2,-0.4160979992236679,3.732944044304486,22.342133933059813,3.819499872982454e-5,8.734276958992795e-5,TRUE,Not significant
GUSB,0.2014540840551001,6.525089524022832,22.335831080242496,3.827054629038918e-5,8.750272652410516e-5,TRUE,Not significant
YPEL3,0.3964383434318411,3.650579401953158,22.33002482904016,3.834078488302746e-5,8.765049988616632e-5,TRUE,Not significant
HEATR3,-0.24405974958974078,5.425699834016231,22.327834731821586,3.836693874241814e-5,8.769746308043222e-5,TRUE,Not significant
GTF2A1,-0.2341949935284624,5.764454467205006,22.314424960897988,3.852914239993637e-5,8.805534372145131e-5,TRUE,Not significant
RCOR3,0.22517547432354562,5.757043642051799,22.3115036323769,3.856457578729776e-5,8.812343853150059e-5,TRUE,Not significant
LRRC28,-0.372229617829842,3.912212910661267,22.29860551790172,3.872162973119845e-5,8.84693864491495e-5,TRUE,Not significant
ZNF835,0.6174567868608418,2.29545552245306,22.288253155503018,3.8848653968975637e-5,8.874663278794054e-5,TRUE,Not significant
SLC25A53,-0.5674697296752903,2.779367201176992,22.28701294847729,3.886358721519976e-5,8.876777263971538e-5,TRUE,Not significant
ARMC2,-0.8684659864431361,1.2001114660299412,22.28123737768406,3.894107613266844e-5,8.89317679651677e-5,TRUE,Not significant
SAMD14,1.5853374598617556,-0.22519053106473436,22.29191090423704,3.90020653332571e-5,8.905803961414294e-5,TRUE,Up-regulated
CEP41,0.21224380443643837,5.693466911371681,22.25933829239397,3.920316455408704e-5,8.950415746134685e-5,TRUE,Not significant
DPYSL4,0.26478524706523643,4.738576731326375,22.251589229554764,3.9299005781695514e-5,8.970986714880983e-5,TRUE,Not significant
LOC105372345,1.8342255980024627,-0.4090649401448198,22.244581385341025,3.955306901752834e-5,9.027664555256541e-5,TRUE,Up-regulated
POP1,-0.22630955822509727,5.930246948528546,22.220115954266618,3.969069455464742e-5,9.057753772654974e-5,TRUE,Not significant
ZCCHC8,-0.27922381887543424,4.925337924968624,22.21032418354518,3.981342947480234e-5,9.084323185993045e-5,TRUE,Not significant
RHBDD3,0.26718511230971825,5.0479957304736045,22.20990023885159,3.981874481589146e-5,9.084323185993045e-5,TRUE,Not significant
DPP9,-0.17975197617962105,6.904352750079714,22.209209838739756,3.9827392234367703e-5,9.084969944879848e-5,TRUE,Not significant
DIAPH1,-0.15332256692031754,7.845843754804173,22.197981690205264,3.9968652619772765e-5,9.115862256632836e-5,TRUE,Not significant
ZWILCH,0.214336677262793,6.815520652219586,22.19262134968446,4.003628027181758e-5,9.129419880157864e-5,TRUE,Not significant
OTUD4,-0.1899788622085391,6.586473769719416,22.19234441153302,4.003977816921443e-5,9.129419880157864e-5,TRUE,Not significant
CHST15,0.4314714561584796,3.3571742618133467,22.18879149973167,4.008508848078353e-5,9.138417925242804e-5,TRUE,Not significant
SEC23IP,-0.20098356517948954,5.838284155561958,22.18569753126317,4.012381702035869e-5,9.145913081933882e-5,TRUE,Not significant
LRRC63,1.1286000271445087,1.0294982064599956,22.163847268009498,4.0415545767117926e-5,9.211067079907454e-5,TRUE,Up-regulated
UBE2J2,-0.1974521251299072,6.219027733503865,22.141416344247023,4.068844001142941e-5,9.27191015277215e-5,TRUE,Not significant
ORMDL1,0.19959343864947662,6.376351495023114,22.131785696081383,4.081235145418237e-5,9.298790863394613e-5,TRUE,Not significant
SERPING1,2.789002073531854,-1.375923513579754,21.933858506236987,4.0990463183607035e-5,9.33779659894583e-5,TRUE,Up-regulated
CHROMR,0.42200589435083397,3.283191256123004,22.11764319193252,4.099549600893557e-5,9.33779659894583e-5,TRUE,Not significant
YIPF4,-0.21907473447881717,6.12636513785485,22.100142257887757,4.122232079523104e-5,9.386853286770094e-5,TRUE,Not significant
ZBTB14,-0.33974405687204207,4.352852499768387,22.10010549722463,4.1222879693147746e-5,9.386853286770094e-5,TRUE,Not significant
GASK1A,1.5532484077657083,-0.14301873094143738,22.097700650754877,4.135228905928427e-5,9.41494942456829e-5,TRUE,Up-regulated
FAM200B,0.28700716295178613,4.9827723600681075,22.082922033332718,4.144727917949655e-5,9.43520206197977e-5,TRUE,Not significant
FGL2,0.7849218508224473,1.5742237112538973,22.067755405956447,4.164999423283098e-5,9.479968106293115e-5,TRUE,Not significant
ARL3,-0.2652075604272428,4.924585015620688,22.062439096421343,4.171653660463368e-5,9.493731321060344e-5,TRUE,Not significant
SLC25A51,-0.3133944332512055,4.438116172481759,22.058684455463304,4.176612389707699e-5,9.503632501256564e-5,TRUE,Not significant
ZNF426-DT,1.002954087681857,1.088283722098734,22.058000778630074,4.178148492787637e-5,9.505743950839994e-5,TRUE,Up-regulated
LINC01963,0.4517884503935293,3.8562578749320604,22.057064617807182,4.1787688612443466e-5,9.50577169280296e-5,TRUE,Not significant
CFDP1,-0.26184942973768144,5.198401647475368,22.046863533596294,4.192251561944947e-5,9.534113409882605e-5,TRUE,Not significant
TMTC1,0.1837397292728088,6.805742535588366,22.046713854114696,4.192447950487725e-5,9.534113409882605e-5,TRUE,Not significant
LOC124902139,1.6842228446741871,-0.3229124418964275,22.03587346012646,4.220015522148649e-5,9.595409166596361e-5,TRUE,Up-regulated
GPR157,-0.45979192595250956,3.5397382904114427,22.02339397123827,4.2235285967508054e-5,9.602000286140377e-5,TRUE,Not significant
C18orf32,0.6787330733238426,1.9292514540660386,22.009075772898687,4.242827628012096e-5,9.64447292405891e-5,TRUE,Not significant
TRIM16,-0.24588041689093665,5.654491822719161,22.00533786579778,4.24769752182868e-5,9.65413876198666e-5,TRUE,Not significant
LPL,1.6888857468685012,-0.2835957918869909,22.02223729170748,4.2503859124499063e-5,9.658844404127949e-5,TRUE,Up-regulated
C17orf80,-0.2411836334393227,5.607934833932156,21.99433276790255,4.2625222039665496e-5,9.68501556156377e-5,TRUE,Not significant
MAP4K2,-0.40324222860271336,4.054110223013515,21.98803015914672,4.271056806426395e-5,9.702805034509232e-5,TRUE,Not significant
LOC102724363,1.8360100851778165,-0.5091151257602082,22.004210375667668,4.2715931824989145e-5,9.702805034509232e-5,TRUE,Up-regulated
PLA2G12A,-0.22522166006460456,5.6881406734246385,21.970959204852498,4.2941904330432866e-5,9.752716720207291e-5,TRUE,Not significant
MATN1-AS1,1.9622059079745946,-0.8110551328485415,21.984821410752918,4.3090454121908144e-5,9.784253952084546e-5,TRUE,Up-regulated
KHNYN,0.2632475217799452,4.958223477148523,21.959852016948062,4.309328484078696e-5,9.784253952084546e-5,TRUE,Not significant
USP30,-0.3414416253587507,4.248906749202513,21.95798668859549,4.3118908686714086e-5,9.788649858726814e-5,TRUE,Not significant
RAB22A,0.2150614057051108,6.238339403649051,21.941952566224753,4.333837917524505e-5,9.837044242072033e-5,TRUE,Not significant
CCDC74A,-0.43816559109821024,3.9155134233748603,21.93792672881227,4.339394581265511e-5,9.848226703235072e-5,TRUE,Not significant
RANBP9,0.17151349264201102,7.065753130178558,21.92923443376156,4.351343900215636e-5,9.873871110164216e-5,TRUE,Not significant
ZNF433-AS1,0.43005310529301427,3.182575093968217,21.92882550179473,4.35195765053879e-5,9.873871110164216e-5,TRUE,Not significant
MYL6,0.15477280108466876,8.648418093311285,21.92743368907934,4.3538285238515894e-5,9.876682123047945e-5,TRUE,Not significant
MAD2L2,0.2415834553900275,5.2819172076947485,21.921334279255635,4.362257761437098e-5,9.894367843747184e-5,TRUE,Not significant
SLC35E3,0.3024010038534984,4.427585714591618,21.919566007217963,4.364708322127622e-5,9.898489709061917e-5,TRUE,Not significant
OLFM2,0.4385994263111819,3.4616425157115427,21.913487604354064,4.3731618911053983e-5,9.916222306394512e-5,TRUE,Not significant
ERI3,-0.21826872678950268,6.1429357597377106,21.89680851310462,4.39631858597928e-5,9.967284522607506e-5,TRUE,Not significant
SCLT1,0.3205483449939916,4.588707817563141,21.893097195930807,4.401501785167775e-5,9.97758852823384e-5,TRUE,Not significant
ZNF821,-0.5167205979149229,3.0655853612075923,21.88989672141631,4.406021922040715e-5,9.98638669395249e-5,TRUE,Not significant
SEC24D,-0.18912814981258014,6.475835370575775,21.884386258231782,4.413678327119931e-5,1.0002289727835945e-4,TRUE,Not significant
LINC01549,1.9803312457619133,-1.3362136102221531,21.864818733304034,4.417279234526826e-5,1.0008998903400157e-4,TRUE,Up-regulated
FBXW9,-0.3825775295529513,3.660698261243483,21.874536928358495,4.4275256148223894e-5,1.0030761756729083e-4,TRUE,Not significant
CHD9,-0.19278821684314743,7.5360599856744725,21.872197179787243,4.430782887401035e-5,1.0036686453634519e-4,TRUE,Not significant
BOD1,-0.2124503823491485,5.799414719829442,21.84568697828475,4.4682286908983466e-5,1.0120042666097834e-4,TRUE,Not significant
WFDC21P,1.1799991326324357,0.7615644003776278,21.844568513821937,4.471203282576686e-5,1.0125312562543264e-4,TRUE,Up-regulated
LOC124900412,2.401695159587975,-0.9551041156058504,21.83506707226476,4.4771152272288104e-5,1.013723178351243e-4,TRUE,Up-regulated
PRLR,0.2857387814039234,4.577040862871479,21.836214890098677,4.481693198743339e-5,1.0146127563203706e-4,TRUE,Not significant
LOC124902138,1.6378524685192701,-0.5071828387557045,21.84862009910634,4.490010294779019e-5,1.0163484562982777e-4,TRUE,Up-regulated
MORN4,0.490973582604041,2.9380540257425545,21.819155260384736,4.5060953015705853e-5,1.0198417255075043e-4,TRUE,Not significant
GATD1,-0.23773703986485406,5.857253477984073,21.78110076172237,4.5608680545217796e-5,1.0320438763619876e-4,TRUE,Not significant
ZKSCAN2,-0.28285109841377454,4.8103064718511,21.780784068964472,4.5613301969984715e-5,1.0320438763619876e-4,TRUE,Not significant
BABAM2,-0.3180032270393616,4.46125678868902,21.75103107872007,4.6046977763939285e-5,1.041705402301883e-4,TRUE,Not significant
THAP11,-0.2321893513321892,5.674711719828549,21.743835567075745,4.6152453140101344e-5,1.0439404378868076e-4,TRUE,Not significant
SIX1,0.296612024849624,4.346626484024964,21.74018319540347,4.620619780699092e-5,1.0450048787776994e-4,TRUE,Not significant
LURAP1L,0.48794428208853075,2.805242448618219,21.727549232755802,4.639284323559826e-5,1.0490742762910893e-4,TRUE,Not significant
PI15,1.3474450908421929,-0.004988229918398878,21.739685399290344,4.6413700897867595e-5,1.0493941053575445e-4,TRUE,Up-regulated
ITGB5,-0.16007362420841673,7.41350840062057,21.724181533116422,4.6442000320750717e-5,1.049882072625591e-4,TRUE,Not significant
RELT,0.2734615179510623,4.87251610851678,21.718605711615513,4.652453234929679e-5,1.0515957203463612e-4,TRUE,Not significant
WASHC3,0.25139032209151085,5.162368484264043,21.707028360865113,4.6696310825962396e-5,1.0553258215873225e-4,TRUE,Not significant
FITM2,-0.26459471852016014,4.7556868617997425,21.69639792366874,4.68546647608837e-5,1.058751496620807e-4,TRUE,Not significant
HAPLN3,0.6649328908437159,1.9808173409609833,21.69266950475039,4.691225838495604e-5,1.059899679902953e-4,TRUE,Not significant
UBE2G2,-0.18978385618006463,6.866368343192475,21.676175896624514,4.7157393619890625e-5,1.0652840905895223e-4,TRUE,Not significant
RASSF8-AS1,0.699342937564611,1.888242991194114,21.67315661280077,4.720470234375461e-5,1.0661986960012783e-4,TRUE,Not significant
LOC124902644,-1.723849031036721,-0.28741000585951204,21.677598051466855,4.74304971895796e-5,1.0711438680438219e-4,TRUE,Down-regulated
SPEN,-0.18327102537188086,7.436091576724466,21.646267946253055,4.760899476783698e-5,1.0750196304843859e-4,TRUE,Not significant
SLN,1.629186769328888,-0.5369367163633529,21.634771049634633,4.766827215945025e-5,1.0762026489270653e-4,TRUE,Up-regulated
STAMBPL1,0.4517100306822925,3.0536023700618213,21.62614320507768,4.791602855979855e-5,1.0816399861202357e-4,TRUE,Not significant
IFFO2,-0.24909150492530452,5.6348474433123155,21.60303310471409,4.8269973609498546e-5,1.08947247294796e-4,TRUE,Not significant
UBE2V1,-0.8053102681929662,1.5669571573045702,21.59834630663766,4.834637664890611e-5,1.0910393690765269e-4,TRUE,Not significant
SRRD,-0.3954641691057071,3.822031075287651,21.584463023652358,4.855712387920633e-5,1.0956371390674101e-4,TRUE,Not significant
RNASEH1-DT,-0.4342803168884616,3.2094844394234476,21.58322910397176,4.857639945523692e-5,1.0959138618437543e-4,TRUE,Not significant
TMEM41A,-0.27691513307571897,4.847722527912428,21.58249919516338,4.858732457628473e-5,1.096002140463747e-4,TRUE,Not significant
PGAP1,0.19863812789141908,7.402592413039318,21.56774856488276,4.881660395688636e-5,1.1010151801531513e-4,TRUE,Not significant
ARPC2,-0.1635252637326505,7.7110815912667485,21.566280591748647,4.88394879475071e-5,1.1013723800599277e-4,TRUE,Not significant
LOC107986632,1.3503221645090249,-0.04526982153633587,21.5685399473486,4.8971101647087465e-5,1.1041810714714036e-4,TRUE,Up-regulated
LOC105369949,-1.4594735251572617,0.06536479837216744,21.547634042446234,4.925413440918165e-5,1.1104025974549389e-4,TRUE,Down-regulated
ATRAID,-0.19699022198647057,6.037532886804881,21.536272461523097,4.930979720973613e-5,1.1114971594868412e-4,TRUE,Not significant
WDR90,0.2179939205710912,6.668787270036006,21.50082322051791,4.987157269705631e-5,1.1239980984210385e-4,TRUE,Not significant
VPS28,-0.562676241391669,2.4642760409851023,21.476798121272346,5.025725022818273e-5,1.1325271353323183e-4,TRUE,Not significant
RBFOX3,-0.45923311309684167,3.3520904515282073,21.465223529122607,5.044310073919027e-5,1.1365513399935763e-4,TRUE,Not significant
ZNF702P,2.1757941241217758,-0.8822100818031205,21.437600275593425,5.100060963004872e-5,1.1489318819551714e-4,TRUE,Up-regulated
ABHD4,0.25758970605131043,5.649491819671542,21.430435565494015,5.10072829743246e-5,1.1489318819551714e-4,TRUE,Not significant
PDCD2,-0.2065343491640644,6.143687779141541,21.429236300116703,5.102686348303087e-5,1.149207314466531e-4,TRUE,Not significant
SRSF6,-0.1602442781356351,7.699382522100426,21.42457123715355,5.110312320690428e-5,1.1507589911020227e-4,TRUE,Not significant
DKK1,2.0670192520300352,-0.8049637235633281,21.416531521414058,5.1489725953801665e-5,1.1592976327541342e-4,TRUE,Up-regulated
SMARCA5-AS1,-0.743250390794678,1.7137034678334782,21.387050219770053,5.172456090415386e-5,1.1644172359670528e-4,TRUE,Not significant
ZNF799,0.5506668924891186,2.7879532077748315,21.375483841424778,5.191367698309772e-5,1.1685062949968569e-4,TRUE,Not significant
OGFR,-0.19388116803728836,6.359655150012476,21.359392437753723,5.218143198784114e-5,1.1743639769185848e-4,TRUE,Not significant
ZNF597,0.4213090407175903,3.622256329864265,21.336559143824758,5.256527597290135e-5,1.1828322249588945e-4,TRUE,Not significant
UTP14A,-0.20702640875254846,5.7055992791936045,21.320495065653944,5.283643575657511e-5,1.1887627621639111e-4,TRUE,Not significant
DLG2,-1.0358079561254938,0.9042661774543608,21.31711925085433,5.2910281993866734e-5,1.190252889412978e-4,TRUE,Down-regulated
HUNK,0.23766405306654564,5.6120901485165025,21.31066005435979,5.300342953830004e-5,1.1921767213752045e-4,TRUE,Not significant
FAAP20,-0.2797442090542448,4.754854764388916,21.274444194931593,5.3623226921711414e-5,1.2059439378220855e-4,TRUE,Not significant
MYZAP,-0.7273322111067345,2.05898233571708,21.272850761581928,5.3652775040013397e-05,1.206434863869097e-4,TRUE,Not significant
YPEL2,0.4974999211378243,3.2264671726395266,21.27049346657208,5.369183136383642e-5,1.207139419184067e-4,TRUE,Not significant
FES,1.3670848092637888,-0.3187271479025655,21.24633668802529,5.431931626741727e-5,1.2210713551844267e-4,TRUE,Up-regulated
FKBP7,-0.37395424354000845,3.768270963639731,21.203389716065526,5.486192391602416e-5,1.2330915599762117e-4,TRUE,Not significant
ZMYM3,-0.17690076105835897,6.932777187475937,21.18724987839862,5.514712063940917e-5,1.2393235019323727e-4,TRUE,Not significant
LOC105374524,2.400261785443781,-1.187855555303394,21.032289357056044,5.516297408531837e-5,1.2395015597376743e-4,TRUE,Up-regulated
CEP43,0.248451109945691,5.2318896874368654,21.185713133462283,5.51744089722962e-5,1.2395685563967146e-4,TRUE,Not significant
RIF1,-0.19821014985833565,7.883488836305789,21.185149578292176,5.518438911996403e-5,1.2395685563967146e-4,TRUE,Not significant
ITGB1BP1,-0.2001007282929419,6.072405140214285,21.18484811246247,5.518974781807254e-5,1.2395685563967146e-4,TRUE,Not significant
PGBD4,0.4263561986791633,3.4322122853036157,21.180011060121846,5.527617392600394e-5,1.2413313196313816e-4,TRUE,Not significant
CCDC174,0.2867104655157886,4.849990424283378,21.14918511789326,5.582679073285105e-5,1.253468125959336e-4,TRUE,Not significant
UBN1,0.16634053043682998,7.246124729734901,21.148856284860358,5.583266214285922e-5,1.253468125959336e-4,TRUE,Not significant
CCDC77,0.24327577170135148,5.343622014721295,21.147037369098605,5.586538256928158e-5,1.254022590202314e-4,TRUE,Not significant
LOC101929240,0.945106329072391,1.1504214228769147,21.135759743178067,5.607697065428406e-5,1.2585914005262204e-4,TRUE,Not significant
TCEAL3,0.2641463131840097,5.073700986835036,21.133532002557047,5.610883592554385e-5,1.259125779635679e-4,TRUE,Not significant
FIBIN,0.41137089135942284,3.706491519823457,21.131337934390956,5.6148876245398646e-5,1.2597314195400715e-4,TRUE,Not significant
DDRGK1,0.19212795415360387,6.310265807164875,21.131145702308807,5.61519436976051e-5,1.2597314195400715e-4,TRUE,Not significant
UXT,-0.28938222985199263,5.071939884572913,21.128149340667154,5.620617901429246e-5,1.2607671900019963e-4,TRUE,Not significant
CD101-AS1,2.0002948234419544,-0.7302561668218407,21.14022677411277,5.6289543616736054e-5,1.2624559717744073e-4,TRUE,Up-regulated
ARL1,-0.1826273738715781,6.63693235280938,21.122770970794026,5.630359198528758e-5,1.26258987479203e-4,TRUE,Not significant
DDX55,-0.24959199537800267,5.021194416583476,21.121111849780938,5.633371751053123e-5,1.2630842127235738e-4,TRUE,Not significant
SPAG5,-0.15422052595294589,7.621495444352891,21.10459157682119,5.663428099429626e-5,1.2696411530993266e-4,TRUE,Not significant
MNX1,-0.6549623984331113,2.1225632241866745,21.10136536269651,5.669538498793194e-5,1.2708287212984026e-4,TRUE,Not significant
RAET1E,1.3310761828788638,0.5620113390956646,21.099646536999956,5.6758188953301445e-5,1.2720540483798415e-4,TRUE,Up-regulated
HOOK2,0.43529046065160953,4.019319977903688,21.09111979597885,5.688086169486109e-5,1.2746205996998978e-4,TRUE,Not significant
ABHD17A,-0.2446680613743545,6.15226970757945,21.089788476975293,5.69050853629437e-5,1.274980625319395e-4,TRUE,Not significant
SLC25A36,-0.19687155233503958,7.0676976130586455,21.08397183656994,5.701186200158002e-5,1.2770320207505825e-4,TRUE,Not significant
GMDS,-0.2848784385714324,4.91517114732046,21.083912874263095,5.701298426613924e-5,1.2770320207505825e-4,TRUE,Not significant
TCEAL1,0.2869152730988027,4.4970792813572364,21.0806508618514,5.7072990782993556e-5,1.2781929301306625e-4,TRUE,Not significant
E4F1,-0.22958910946150446,5.56333873734233,21.079129876343245,5.710092669854996e-5,1.2786353643242634e-4,TRUE,Not significant
FCSK,-0.2995135813583021,4.5839479742537,21.076659493999713,5.714646653268466e-5,1.2794571099283914e-4,TRUE,Not significant
SH3BP1,-0.5606591640448845,2.5189636111116918,21.076306576616616,5.715399578707633e-5,1.2794571099283914e-4,TRUE,Not significant
POU2F1,-0.23979726992125977,5.734302300597566,21.05627159791962,5.7523319748773836e-5,1.287540437739274e-4,TRUE,Not significant
LOC107984533,3.0049902177628898,-1.2834963480479051,20.522867272756283,5.7571305736886805e-5,1.2884299952284375e-4,TRUE,Up-regulated
PGM2,-0.2635410146301317,5.089643107464518,21.05041432896036,5.763210728304216e-5,1.2895463814562532e-4,TRUE,Not significant
GID4,-0.32295076123702965,4.234006327052091,21.050120232573136,5.7637690472510457e-5,1.2895463814562532e-4,TRUE,Not significant
